# 📡 Master Directory - AI Search Index
To fetch full details, request the corresponding JSON file at: https://rink-git-cron.vercel.app/api/master_directory/{ID}.json

[id] Instruments | Institute: Institution Name | Location: District | Tags: tag
[inst_100499] Water Quality Parameter Kit | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: water_quality, analytical_chem, food_safety, marine_tech
[inst_100500] Microscope | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: microbiology, cell_culture, marine_tech, genomics
[inst_100501] Water Disinfectant System | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: water_quality, food_safety, microbiology, marine_tech
[inst_100502] Spectrophotometer (UV/Vis) | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: analytical_chem, food_safety, marine_tech, water_quality
[inst_100503] Microscope Carl Zeiss, Axiostar
Compound microscope | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: microbiology, cell_culture, diagnostics, genomics
[inst_100504] Microscope Carl Zeiss, Stemi 2000C
Stereo-zoom microscope | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: microbiology, cell_culture, marine_tech, metrology
[inst_100505] Microscope : Motic, B-1 90903254
Compound microscope | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: microbiology,cell_culture,diagnostics,marine_tech
[inst_100506] PCR Thermocycler | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: genomics, microbiology, diagnostics, cell_culture
[inst_100507] Atomic Absorption Spectrophotometer | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: analytical_chem, water_quality, soil_analysis, food_safety
[inst_100508] Gas Chromatograph with MS | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: analytical_chem, food_safety, pharmaceuticals, marine_tech
[inst_100509] Ion Chromatograph | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: analytical_chem, water_quality, food_safety, geosciences
[inst_100510] Microscope : Olympus, Japan
Compound microscope | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: microbiology, cell_culture, marine_tech, diagnostics
[inst_100511] Voltametric Trace Analyser | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: analytical_chem, water_quality, marine_tech, food_safety
[inst_100512] Spectrophotometer
(UV/Vis) Thermo Electronic Corp | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: analytical_chem, marine_tech, food_safety, pharmaceuticals
[inst_100513] GIS Workstation with Software | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: geosciences, marine_tech, crop_science, soil_analysis
[inst_100514] Atomic Absorption Spectrophotometer | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: analytical_chem, water_quality, soil_analysis, marine_tech
[inst_100515] CO 2 Incubator | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: microbiology, cell_culture, pharmaceuticals, food_safety
[inst_100516] Cryomicrotome | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: microbiology, cell_culture, pharmaceuticals, diagnostics
[inst_100517] Centrifugal Ball Mill | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: nanotech, metallurgy, analytical_chem, polymers
[inst_100518] Laminar Air Flow | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: microbiology,cell_culture,pharmaceuticals,food_safety
[inst_100519] Lyophiliser | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: food_safety, microbiology, pharmaceuticals, cell_culture
[inst_100520] Mercury Analyser | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: analytical_chem, food_safety, water_quality, marine_tech
[inst_100521] Microscope Carl Zeiss, Axiostar plus | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: microbiology, cell_culture, diagnostics, marine_tech
[inst_100522] Microscope : Nikon, TMS
Inverted microscope | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: microbiology, cell_culture, diagnostics, marine_tech
[inst_100523] Microscope : Magnus (Olympus),
MLXTR | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: microbiology, cell_culture, diagnostics, medical_devices
[inst_100524] Rotary Vacuum Evaporator | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: pharmaceuticals, analytical_chem, green_chem, water_quality
[inst_100525] Spectrophotometer (UV/Vis) Thermo Spectronic,
Genesys-10 | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: analytical_chem, water_quality, marine_tech, food_safety
[inst_100526] Spectrophotometer (UV/Vis) Thermo Spectronic
Genesys-5 | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: analytical_chem, food_safety, marine_tech, water_quality
[inst_100527] Underwater Camera | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: marine_tech, water_quality
[inst_100528] Ultra-centrifuge | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: marine_tech, microbiology, genomics, cell_culture
[inst_100529] Microscope : Leica, DMLS
Compound microscope
with DFC 295 camera | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: microbiology, diagnostics, cell_culture, medical_devices
[inst_100530] Spectrophotometer (UV/Vis) : Varian, Cary 100 Bio | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: pharmaceuticals, analytical_chem, food_safety, water_quality
[inst_100531] UltraFlextreme MALDI-TOF/TOF (Bruker Daltonics) | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: genomics, microbiology, pharmaceuticals, analytical_chem
[inst_100532] Synapt G2 HDMS Q-TOF connected with nanoAquity UPLC system (Waters) | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: pharmaceuticals, analytical_chem, genomics, diagnostics
[inst_100533] Orbitrap Eclipse Tribrid MS connected with UltiMate 3000 RSLCnano UHPLC or vanquish UHPLC system (Thermo Fisher Scientific) | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: pharmaceuticals, genomics, diagnostics, analytical_chem
[inst_100534] TSQ Altis Plus Triple Quadrupole MS connected with vanquish UHPLC system (Thermo Fisher Scientific) | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: food_safety, pharmaceuticals, analytical_chem, diagnostics
[inst_100535] In Vivo Small Animal Imager (IVIS Spectrum, Xenogen) | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: cell_culture, genomics, pharmaceuticals, diagnostics
[inst_100536] In Vivo Small Animal Imager (IVIS Spectrum, Xenogen) | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: cell_culture, pharmaceuticals, diagnostics, microbiology
[inst_100537] High Speed Flowcytometer Sorter System: (FACSAria III) | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: cell_culture, microbiology, genomics, diagnostics
[inst_100538] High Speed Flowcytometer Sorter System: (FACSAria II) | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: cell_culture, microbiology, genomics, diagnostics
[inst_100539] Spectral Confocal Microscope with Resonance Scanner for Fast Live Cell Imaging (A1Rsi) | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: cell_culture, microbiology, genomics, diagnostics
[inst_100540] Confocal Laser scanning Microscope with high sensitivity spectral detector (Olympus FV3000) | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: cell_culture, microbiology, genomics, diagnostics
[inst_100541] Super Resolution Microscope for Live Cell Imaging and Confocal Attachment ( N-SIM, A1R) | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: cell_culture, microbiology, genomics, diagnostics
[inst_100542] Confocal Laser Scanning Microscope with GaAsP Detector for Multifluorescence and Live Cell Imaging ( Leica SP8 Wll Confocal Microscope) | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: cell_culture, microbiology, genomics, diagnostics
[inst_100543] Confocal Laser Scanning Microscope with GaAsP Detector for Multifluorescence and Live Cell Imaging ( Leica SP8 Wll Confocal Microscope) | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: cell_culture, microbiology, genomics, diagnostics
[inst_100544] Multiphoton Confocal Imaging system: Nikon A1R MP | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: cell_culture, microbiology, genomics, diagnostics
[inst_100545] Beckman Coulter Astrios EQ High Speed Cell Sorter | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: cell_culture,genomics,microbiology,diagnostics
[inst_100546] High Content Imaging System: Imagexpress Confocal HT.AI, Molecular device | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: cell_culture, microbiology, genomics, diagnostics
[inst_100547] Spectral Karyotyping Platform: Metasystem -Zeiss AxioImager | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: genomics, cell_culture, diagnostics, microbiology
[inst_100548] Seahorse XFe96 Analyzer | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: cell_culture, microbiology, pharmaceuticals, diagnostics
[inst_100549] Dynamic Light scattering (DLS) system | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: nanotech, analytical_chem, pharmaceuticals, metrology
[inst_100550] Rodent Endoscopy System | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: medical_devices, diagnostics, microbiology, cell_culture
[inst_100551] White light spectral Imaging | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: cell_culture, microbiology, diagnostics, medical_devices
[inst_100552] FRET acceptor Bleaching /FRAP expt using WLL | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: cell_culture, microbiology, genomics, diagnostics
[inst_100553] Live cell spectral imaging | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: cell_culture, microbiology, genomics, diagnostics
[inst_100554] Life Time Imaging using WLL | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: microbiology, cell_culture, genomics, diagnostics
[inst_100555] Simultaneous imaging of Life time and Spectral imaging | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: cell_culture, microbiology, genomics, diagnostics
[inst_100556] Training on WLL spectral imaging | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: microbiology, cell_culture, genomics, diagnostics
[inst_100557] Trianing on FRET sensor development and validation | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: genomics, cell_culture, diagnostics, pharmaceuticals
[inst_100558] Training on HTS spinning Disc Imaging | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: cell_culture, microbiology, genomics, diagnostics
[inst_100559] Real time spinning Disc fast imaging service | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: microbiology, cell_culture, diagnostics, genomics
[inst_100560] Workshop on Facility | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: cell_culture, microbiology, genomics, diagnostics
[inst_100561] Transmisssion Electron Microscope (TEM) | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: nanotech, surface_science, microbiology, cell_culture
[inst_100562] DNA Analyzer | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: genomics, bioinformatics, diagnostics, microbiology
[inst_100563] Real Time PCR & Droplet Digital PCR | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: genomics, microbiology, diagnostics, pharmaceuticals
[inst_100564] automatic tissue processor (Leica TP1020) | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: cell_culture, diagnostics, microbiology, pharmaceuticals
[inst_100565] microtome (Leica RM2255) | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: microbiology, cell_culture, pharmaceuticals, diagnostics
[inst_100566] cryostat (Leica CM 1950 and CM 1850) | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: microbiology, cell_culture, diagnostics, medical_devices
[inst_100567] Modular Tissue Embedding Unit (Leica EG1150). | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: cell_culture, pharmaceuticals, diagnostics, medical_devices
[inst_100568] Raman microscope | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: nanotech, surface_science, analytical_chem, semiconductors
[inst_100569] Plate readers | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: cell_culture,microbiology,diagnostics,pharmaceuticals
[inst_100570] Biosafety Cabinets | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: microbiology, cell_culture, pharmaceuticals, diagnostics
[inst_100571] Centrifuges | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: microbiology, cell_culture, pharmaceuticals, analytical_chem
[inst_100572] Deep freezers | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: food_safety, microbiology, cell_culture, pharmaceuticals
[inst_100573] c02 incubators | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: cell_culture, microbiology, pharmaceuticals, diagnostics
[inst_100574] microscopes | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: cell_culture, microbiology, genomics, diagnostics
[inst_100575] class II level Biosafety cabinet | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: microbiology, cell_culture, pharmaceuticals, diagnostics
[inst_100576] Isoflurane inhalant anesthesia machine | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: medical_devices, cell_culture, pharmaceuticals, microbiology
[inst_100577] Small animal ventilator | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: cell_culture, microbiology, pharmaceuticals, medical_devices
[inst_100578] Non-invasive blood pressure monitoring apparatus | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: medical_devices, diagnostics
[inst_100579] ECG machine | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: medical_devices, diagnostics
[inst_100580] PC based security surveillance system, | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: pcb_design,rf_communications,metrology
[inst_100581] Biometrics Time Attendance recorders | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: bioinformatics, diagnostics, metrology
[inst_100582] Liquid Nitrogen Plant | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: cell_culture, microbiology, pharmaceuticals, genomics
[inst_100583] Incinerator, | Institute: Rajiv Gandhi Centre, for Bio-Technology | Location: Trivandrum | Tags: microbiology,pharmaceuticals,green_chem
[inst_100584] UV-Visible Spectrophotometer (UV) | Institute: Sree Chitra Tirunal Institute for Medical Sciences 
and Technology, Trivandrum | Location: Trivandrum | Tags: pharmaceuticals, analytical_chem, diagnostics, food_safety
[inst_100585] Fourier Transform Infra Red Spectrometer (FTIR) | Institute: Sree Chitra Tirunal Institute for Medical Sciences 
and Technology, Trivandrum | Location: Trivandrum | Tags: analytical_chem, polymers, surface_science, pharmaceuticals
[inst_100586] Analytical Gel Permeation Chromatograph / High Performance Liquid Chromatograph | Institute: Sree Chitra Tirunal Institute for Medical Sciences 
and Technology, Trivandrum | Location: Trivandrum | Tags: pharmaceuticals, polymers, analytical_chem, food_safety
[inst_100587] Differential Scanning Calorimeter (DSC) | Institute: Sree Chitra Tirunal Institute for Medical Sciences 
and Technology, Trivandrum | Location: Trivandrum | Tags: polymers, pharmaceuticals, analytical_chem, battery_tech
[inst_100588] Differential Scanning Calorimeter (DSC) | Institute: Sree Chitra Tirunal Institute for Medical Sciences 
and Technology, Trivandrum | Location: Trivandrum | Tags: polymers, pharmaceuticals, analytical_chem, battery_tech
[inst_100589] Simultaneous Differential thermal analysis and Thermo gravimetric analysis (DTA-TGA) | Institute: Sree Chitra Tirunal Institute for Medical Sciences 
and Technology, Trivandrum | Location: Trivandrum | Tags: analytical_chem, polymers, metallurgy, geosciences
[inst_100590] Texture Analyser | Institute: Sree Chitra Tirunal Institute for Medical Sciences 
and Technology, Trivandrum | Location: Trivandrum | Tags: food_safety, polymers, textiles, metrology
[inst_100591] Confocal Raman Microscope with Atomic Force Microscope Accessory | Institute: Sree Chitra Tirunal Institute for Medical Sciences 
and Technology, Trivandrum | Location: Trivandrum | Tags: nanotech, surface_science, semiconductors, metrology
[inst_100592] Fluorescent Microscope | Institute: Sree Chitra Tirunal Institute for Medical Sciences 
and Technology, Trivandrum | Location: Trivandrum | Tags: cell_culture, microbiology, diagnostics, pharmaceuticals
[inst_100593] Multifunctional Microplate Reader | Institute: Sree Chitra Tirunal Institute for Medical Sciences 
and Technology, Trivandrum | Location: Trivandrum | Tags: cell_culture, microbiology, pharmaceuticals, diagnostics
[inst_100594] Electrochemical Quartz Crystal Nanobalance | Institute: Sree Chitra Tirunal Institute for Medical Sciences 
and Technology, Trivandrum | Location: Trivandrum | Tags: analytical_chem, surface_science, nanotech, metrology
[inst_100595] Luminescent Image Analyser | Institute: Sree Chitra Tirunal Institute for Medical Sciences 
and Technology, Trivandrum | Location: Trivandrum | Tags: cell_culture,microbiology,genomics,diagnostics
[inst_100596] Rapid Visco Analyser | Institute: Sree Chitra Tirunal Institute for Medical Sciences 
and Technology, Trivandrum | Location: Trivandrum | Tags: food_safety, crop_science, analytical_chem, polymers
[inst_100597] Environmental chamber | Institute: Sree Chitra Tirunal Institute for Medical Sciences 
and Technology, Trivandrum | Location: Trivandrum | Tags: food_safety,pharmaceuticals,microbiology,metrology
[inst_100598] High Performance Liquid Chromatograph | Institute: Sree Chitra Tirunal Institute for Medical Sciences 
and Technology, Trivandrum | Location: Trivandrum | Tags: pharmaceuticals, analytical_chem, food_safety, water_quality
[inst_100599] UV Vis NIR Spectrometer | Institute: University of Calicut | Location: Malappuram | Tags: analytical_chem, polymers, nanotech, semiconductors
[inst_100600] TGA DTA SYSTEM | Institute: University of Calicut | Location: Malappuram | Tags: polymers, analytical_chem, metallurgy, green_chem
[inst_100601] DSC | Institute: University of Calicut | Location: Malappuram | Tags: polymers, pharmaceuticals, analytical_chem, battery_tech
[inst_100602] ICPMS | Institute: University of Calicut | Location: Malappuram | Tags: analytical_chem, water_quality, geosciences, food_safety
[inst_100603] FESEM / EDX | Institute: University of Calicut | Location: Malappuram | Tags: nanotech, metallurgy, surface_science, analytical_chem
[inst_100604] CHNS/O Analyser | Institute: University of Calicut | Location: Malappuram | Tags: analytical_chem, soil_analysis, geosciences, green_chem
[inst_100605] BET Surface Area Analyser | Institute: University of Calicut | Location: Malappuram | Tags: surface_science, analytical_chem, nanotech, metrology
[inst_100606] AFM | Institute: University of Calicut | Location: Malappuram | Tags: nanotech, surface_science, semiconductors, metrology
[inst_100607] LC - MS | Institute: University of Calicut | Location: Malappuram | Tags: food_safety, pharmaceuticals, analytical_chem, diagnostics
[inst_100608] GC - MS | Institute: University of Calicut | Location: Malappuram | Tags: food_safety, pharmaceuticals, analytical_chem, water_quality
[inst_100609] System Microscope | Institute: University of Calicut | Location: Malappuram | Tags: microbiology, cell_culture, diagnostics, genomics
[inst_100610] Utracentrifuge | Institute: University of Calicut | Location: Malappuram | Tags: cell_culture, microbiology, genomics, pharmaceuticals
[inst_100611] XRF | Institute: University of Calicut | Location: Malappuram | Tags: analytical_chem, geosciences, metallurgy, surface_science
[inst_100612] XRD | Institute: University of Calicut | Location: Malappuram | Tags: nanotech, metallurgy, analytical_chem, geosciences
[inst_100613] FPLC | Institute: University of Calicut | Location: Malappuram | Tags: pharmaceuticals, cell_culture, microbiology, analytical_chem
[inst_100614] Real Time PCR | Institute: University of Calicut | Location: Malappuram | Tags: genomics, microbiology, diagnostics, pharmaceuticals
[inst_100615] FT Raman Spectrometer | Institute: University of Calicut | Location: Malappuram | Tags: analytical_chem, surface_science, polymers, pharmaceuticals
[inst_100616] FT IR Spectrometer | Institute: University of Calicut | Location: Malappuram | Tags: analytical_chem, polymers, surface_science, pharmaceuticals
[inst_100617] BD FACS Melody Cell Sorter (Sorting & Analysis) | Institute: University of Calicut | Location: Malappuram | Tags: cell_culture, microbiology, genomics, diagnostics
[inst_100618] Atomic Absorption Spectrophotometer | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: analytical_chem, soil_analysis, food_safety, water_quality
[inst_100619] Triple Quadruple - GCMSMS | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: food_safety, pharmaceuticals, analytical_chem
[inst_100620] Ultra High Performance Liquid Chromatograph | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: analytical_chem, pharmaceuticals, food_safety, water_quality
[inst_100621] Liquid Chromatograph – Mass Spectrometry (LC-MS) | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: food_safety, pharmaceuticals, analytical_chem, diagnostics
[inst_100622] Gas Chromatograph | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: analytical_chem, pharmaceuticals, food_safety, water_quality
[inst_100623] Inductively Coupled Plasma – Optical Emission Spectrometer (ICP-OES) | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: analytical_chem, soil_analysis, food_safety, geosciences
[inst_100624] Solvent Ultra Filtration Unit | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: pharmaceuticals, analytical_chem, food_safety, water_quality
[inst_100625] Electrophoresis (vertical/horizontal) | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: genomics, microbiology, analytical_chem, pharmaceuticals
[inst_100626] 2-D Electrophoresis | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: genomics, microbiology, cell_culture, pharmaceuticals
[inst_100627] Western Blotting | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: microbiology,cell_culture,pharmaceuticals,diagnostics
[inst_100628] Chemidoc MP Imager | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: cell_culture, microbiology, genomics, pharmaceuticals
[inst_100629] Multimode ELISA Plate Reader with Microplate washer | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: microbiology, food_safety, pharmaceuticals, diagnostics
[inst_100630] Gradient thermal cycler | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: genomics, microbiology, cell_culture, diagnostics
[inst_100631] Densitometer | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: analytical_chem, microbiology, pharmaceuticals, cell_culture
[inst_100632] Tissue homogenizer | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: microbiology, cell_culture, genomics, food_safety
[inst_100633] Freeze drier/Lyophilizer, Vacuum concentrator | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: food_safety, microbiology, pharmaceuticals, cell_culture
[inst_100634] Cold trap | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: analytical_chem, pharmaceuticals, microbiology, food_safety
[inst_100635] Orbital Shaker/Shaker Incubator | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: microbiology, cell_culture, pharmaceuticals, food_safety
[inst_100636] Rotary flash evaporator | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: pharmaceuticals, analytical_chem, green_chem, water_quality
[inst_100637] Gamma counter (RIA) – T3,T4,FT4,FT3,TSH,Cortisol, Corticosterone, Insulin, Estrogen, Progesterone, Testosterone | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: diagnostics, analytical_chem, pharmaceuticals
[inst_100638] Phosphor Imager | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: genomics, microbiology, cell_culture, diagnostics
[inst_100639] Nanodrop Spectrophotometer | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: genomics, microbiology, pharmaceuticals, analytical_chem
[inst_100640] Fluorospectrometer (Nanodrop) | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: genomics, microbiology, pharmaceuticals, analytical_chem
[inst_100641] Semi-micron analytical balance | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: analytical_chem, metrology, pharmaceuticals, food_safety
[inst_100642] Electronic weighing balance | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: analytical_chem, metrology, food_safety, soil_analysis
[inst_100643] Ultra Water Purification | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: analytical_chem, water_quality
[inst_100644] Bio-chemical analyser | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: diagnostics, analytical_chem, pharmaceuticals, food_safety
[inst_100645] Haematology analyser | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: medical_devices, diagnostics, analytical_chem
[inst_100646] Ultra-centrifuge ( centrifuge tube cost extra | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: microbiology,cell_culture,genomics,pharmaceuticals
[inst_100647] Refrigerated centrifuge (High Speed) | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: cell_culture, microbiology, food_safety, pharmaceuticals
[inst_100648] Stereo Zoom Microscope | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: microbiology, diagnostics, medical_devices, metrology
[inst_100649] Trinocular Research Microscope ( everted) (Phase contrast and light microscopy) | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: microbiology, cell_culture, diagnostics
[inst_100650] Trinocular Research Microscope ( everted)
( Fluorescent) | Institute: Kerala Veterinary and Animal Sciences
 University (KVASU) | Location: Thrissur | Tags: microbiology, cell_culture, diagnostics, pharmaceuticals
[inst_100651] Inverted Research Microscope(Phase contrast and light microscopy) | Institute: Kerala Veterinary and Animal Sciences
